prob	year	artist	song	snippet	url	features
0.11	2021	G.T. (Ft. Los (DET) & Street Lord Juan)	Jack & a Press	in my right hand, got one on my left / Wrist forty alone, it can get par for a brick / On	https://genius.com/Gt-jack-and-a-press-lyrics	"kilo term; num within 50ch (one); implausible value 1; ""for a brick""; price of other thing"
0.11	2019	Ball Greezy	Ignorant Shit	week with a couple of zips / After you flip this half-a-bird you gone cop you a 6 / Ocean	https://genius.com/Ball-greezy-ignorant-shit-lyrics	kilo term; num near kilo (one); implausible value 1; price word; drug context; oz/gram nearby; number counts other noun
0.10	0	Xept & Lion	Mexico	bitches do my whips / One man squad, John Wick / Turn a stick to a brick / Thirty six make a brick	https://genius.com/Xept-and-lion-mexico-lyrics	kilo term; num near kilo (thirty six); plausible $K; 36 = ounces?; number counts other noun
0.10	2019	Majorlilkween (Ft. Genka)	25 Playboy	25 bitches in a Playboy mansion / 25 bandz in a Playboy mansion / 25 keys in a Playboy mansion / 25 wraiths	https://genius.com/Majorlilkween-25-playboy-lyrics	weak kilo term; num near kilo (25); plausible $K; number counts other noun
0.10	1992	Tweedy Bird Loc (Ft. NiNi X)	Hoe Is a Bitch	your daddy hoe / No whites Allowed / Ha... Ha bitch / - Tweedy Bird Locsta for the '93, saying Fuck you Hoes With	https://genius.com/Tweedy-bird-loc-hoe-is-a-bitch-lyrics	kilo term; num near kilo (93); number counts other noun
0.10	2014	Lil Uzi Vert	IN DA FIELD (FREESTYLE)	got a bitch 36 years old (Yeah) / Yeah, I got a brick, thirty six O's / Yeah, I killed that	https://genius.com/Lil-uzi-vert-in-da-field-freestyle-lyrics	kilo term; num near kilo (thirty six); plausible $K; 36 = ounces?; number counts other noun
0.10	2015	G Herbo	Bottom of the Bottom	ear rings bout a 9 piece and my watch cost a half-a-key / I've been balling since I	https://genius.com/G-herbo-bottom-of-the-bottom-lyrics	weak kilo term; num near kilo (9); plausible $K; number counts other noun
0.09	2000	Drag-On (Ft. The LOX)	Ready for War	grams in an ounce / Everybody bounce, 26 inch hues on a truck / 36 O's in a key, everybody ree	https://genius.com/Drag-on-ready-for-war-lyrics	kilo term; num near kilo (36); plausible $K; 36 = ounces?; oz/gram nearby
0.09	2006	Bad Neighbors (of Sandpeople)	Untitled Bonus 5	occupy my mind grounded I slave / Plenty of grams and keys but 21 grams a leaf / It's funny what	https://genius.com/Bad-neighbors-of-sandpeople-untitled-bonus-5-lyrics	weak kilo term; num near kilo (21 g); plausible $K; oz/gram nearby
0.09	2009	OJ da Juiceman (Ft. Cam'ron & Gucci Mane)	Make tha Trap Say Aye (Remix)	"Juiceman? / This Louis belt cost 2 grand / Sell a quarter key by the newsstand / ""Sniff that shit, feel like a"	https://genius.com/Oj-da-juiceman-make-tha-trap-say-aye-remix-lyrics	weak kilo term; num near kilo (2 grand); implausible value 2; price word; money unit
0.09	2020	Cash Cola & RonDaDon (Ft. Louie Ray & RMC Mike)	Gettin Off	Met a new plug in Sanfransisco / Tryna move a quarter brick per day off my flip phone / Bitch called 5	https://genius.com/Cash-cola-and-rondadon-gettin-off-lyrics	kilo term; num within 50ch (one); implausible value 1; price word; drug context; number counts other noun
0.09	2020	D-Lo116 (Ft. 116 Poax Productions: AVI)	36	six / Th-Th-Thirty six / Thirty six Oz issa liq / Thirty six zips in a brick / Thirty six Oz in	https://genius.com/D-lo116-36-lyrics	kilo term; num near kilo (thirty six); plausible $K; 36 = ounces?; oz/gram nearby
0.09	2019	Veeze	Rusty	risky (Yeah) / You gotta know this shit fifty-fifty (Mhm) / A thousand of these beans cost a brick (Shhh) / I	https://genius.com/Veeze-rusty-lyrics	kilo term; num far; price word; money unit
0.09	2025	Benny the Butcher & ILL Tone Beats	36 Ounces and a Mercedes	a Benz and a brick, uh / Thirty-six ounces and a Mercedes, yeah / All we wanted was a Benz and	https://genius.com/Benny-the-butcher-and-ill-tone-beats-36-ounces-and-a-mercedes-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?; oz/gram nearby
0.08	2017	Big 36oz (Ft. 21 Savage)	Push Up	I'm 36 Oz, I'm hard as your house bricks / Want [?] an opp, I pull up and spark the	https://genius.com/Big-36oz-push-up-lyrics	kilo term; num within 50ch (36); plausible $K; 36 = ounces?; drug context; oz/gram nearby
0.08	2024	TYTE	Top 5	the trenches, but I'm still sippin' Kool-Aid (Yeah) / Thirty-six ounces on my neck, a brick of cocaine	https://genius.com/Tyte-top-5-lyrics	kilo term; num within 50ch (thirty-six); plausible $K; 36 = ounces?; drug context; oz/gram nearby
0.08	0	Economics Genius (Ft. NASDAQ & NYSE)	How to Read Stock Market Information	ttm): 25.26 / EPS (ttm): 34.57 / Div & Yield: N/A (N/A) / Key Statistics / Valuation Measures / Market Cap (intraday	https://genius.com/Economics-genius-how-to-read-stock-market-information-annotated	weak kilo term; num within 50ch (7); plausible $K
0.08	0	Outlawz (Ft. TQ)	Get Paid	out the sockets / But that's how it is in twenty-three a.m / Brick City, N-J / Besides Cali	https://genius.com/Outlawz-get-paid-lyrics	kilo term; num near kilo (twenty-three); plausible $K; brick=literal
0.08	0	Tom King (Pop)	Princess Dress	on shows for my nana and my papa too / Turning twenty hit me like a brick wall / Stressing about things	https://genius.com/Tom-king-pop-princess-dress-lyrics	kilo term; num near kilo (twenty); plausible $K; brick=literal
0.08	1994	JAŸ-Z	Understand Me	me / By nineteen, I'd be in jail, smoking or buying the key / Which one would you choose out of	https://genius.com/Jay-z-understand-me-lyrics	kilo term; num near kilo (one); implausible value 1
0.08	2009	Gorilla Zoe	Hood Clap	me & my bitch / That's a 9 millimeter, gettin' money, droppin' bricks / All I do is get money. What the	https://genius.com/Gorilla-zoe-hood-clap-lyrics	kilo term; num near kilo (one); implausible value 1
0.08	2009	Snoop Dogg	That's Tha Homie	Zone 6, soul food, no sushi mayne / Cookin up the whole thing for Snoop Dogg and Gucci Mane / My homegirls	https://genius.com/Snoop-dogg-thats-tha-homie-lyrics	weak kilo term; num within 50ch (6); plausible $K
0.08	2011	Skrapz	More Doe	know? / Buying five O's, break it all down to twenty bones / Buy a one brick of skunk, mash it	https://genius.com/Skrapz-more-doe-lyrics	kilo term; num near kilo (one); implausible value 1; price word; dup snippet
0.08	2013	Yo Gotti	Lebron James	Big wheels on my Phantom, got it sittin' crooked / 3 birds for a show, nigga gon' book it / I’m	https://genius.com/Yo-gotti-lebron-james-lyrics	kilo term; num near kilo (3); implausible value 3
0.08	2014	Naj isDope (Ft. Snubbs)	Juice	Physical? Bergdoff / Cloud 9 fly, don't care what your birds cost / One call? They pull the trigger / If you	https://genius.com/Naj-isdope-juice-lyrics	kilo term; num near kilo (one); implausible value 1
0.08	2015	Scarface (Ft. Nas, Rick Ross & Z-Ro)	Do What I Do	26 inch plates on a 68 / Where I'm from a half a key'll set a nigga straight / I	https://genius.com/Scarface-do-what-i-do-lyrics	kilo term; num within 50ch (68)
0.08	2016	Anthony Jay Sanders	I Could Pass Tonight	a fight / I got fired for the first time at twenty-one / The Second City threw a brick weighing twenty	https://genius.com/Anthony-jay-sanders-i-could-pass-tonight-lyrics	kilo term; num near kilo (twenty); plausible $K; brick=literal
0.08	2017	Loso Loaded (Ft. Big 36oz & Lotto Savage)	Ringing	on me / 5, 6, 7 phones ringing off the hook / Brick prices so low, have your ass shook / 23 [?] and	https://genius.com/Loso-loaded-ringing-lyrics	kilo term; num within 50ch (one); implausible value 1; price word
0.08	2017	Malice	So Woke	Cause ain't ery' body a saint; fleur Di lis / 25 to life for a mere quarter key / Thanks to	https://genius.com/Malice-so-woke-lyrics	weak kilo term; num within 50ch (25); plausible $K
0.08	2017	Quelle Chris (Ft. Denmark Vessey & eLZhi)	Don't Get Changed	you, you / I got 35 brothers / Swear that I'm a certified killer / Low-key I don't fuck with	https://genius.com/Quelle-chris-dont-get-changed-lyrics	weak kilo term; num within 50ch (35); plausible $K
0.08	2017	Talib Kweli (Ft. Waka Flocka Flame)	Chips	Where my 40 at? / My shit a event, you shit a show / Nigga I could still get a brick for	https://genius.com/Talib-kweli-chips-lyrics	kilo term; num far; plausible $K
0.08	2017	Veridian Rays	Shattered Glass	(Verse 1) / The walls went up brick by silent brick / Fueled by the whispers, the hurt, and the trick	https://genius.com/Veridian-rays-shattered-glass-lyrics	kilo term; num near kilo (1); implausible value 1
0.08	2018	Avantdale Bowling Club	Home	than the rent / The government sitting on its fat assets, 25 mil on a flag test / New Key, same monarchy	https://genius.com/Avantdale-bowling-club-home-lyrics	weak kilo term; num within 50ch (25); plausible $K
0.08	2021	LiQ (Ft. ZayK)	Coolin Kit	more gotta urge / I got like 3 on my neck cost a bird / Mixing to much what I drink gotta	https://genius.com/Liq-coolin-kit-lyrics	kilo term; num near kilo (3); implausible value 3
0.08	2021	TVGUCCI	Gangsta Gentleman	keep a 30', extendo with me / I came for quarter keys, flipping up half a ? / Whippin' that masterpiece / Feeling like	https://genius.com/Tvgucci-gangsta-gentleman-lyrics	weak kilo term; num within 50ch (ten); plausible $K
0.08	2023	Charlie Worsham (Ft. Luke Combs)	How I Learned To Pray (Remix)	When I was sixteen, that set of keys / Was a pair of wings, daddy, pretty please / Can I take her	https://genius.com/Charlie-worsham-how-i-learned-to-pray-remix-lyrics	weak kilo term; num near kilo (six); plausible $K; dup snippet
0.08	2025	Killa Kehla	A is for AMBITION	puddle / Verse 3 / So God help me kill these walls of pride / Even if it’s just a brick / Satan	https://genius.com/Killa-kehla-a-is-for-ambition-lyrics	kilo term; num near kilo (3); implausible value 3
0.08	2006	Lil Wayne (Ft. Mack Maine, Raw Dizzy & Ronnie (USA))	Pimp C (Knockin' Doors Down)	them birds to Georgia, comin through the water / It's sixteen-five if you wanna place an order / Thirty-six	https://genius.com/Lil-wayne-pimp-c-knockin-doors-down-lyrics	kilo term; num within 50ch (six); plausible $K; 36 = ounces?
0.08	2010	The Game (Ft. Busta Rhymes)	Lowrider	to '99 when all my whips was stolen / All my bricks were frozen, now traded the birds for some words	https://genius.com/The-game-lowrider-lyrics	kilo term; num within 50ch (99)
0.08	2020	Dan Bull	Tinker, Tailor, Soldier: 76	kids getting to grips / With intricate weapons as heavy as bricks / We're all Soldier: 76 except we'll never	https://genius.com/Dan-bull-tinker-tailor-soldier-76-lyrics	kilo term; num within 50ch (76)
0.08	2020	Sub-Radio	Disco	I think you're hoping that I'll let the whole thing go / Okay, you've been awake for 20	https://genius.com/Sub-radio-disco-lyrics	weak kilo term; num within 50ch (20); plausible $K
0.08	2021	Lil Double 0	Outro	a girl / Double 0 fuck with the bird, then i go for gorillas / And it ain't no love for	https://genius.com/Lil-double-0-outro-lyrics	kilo term; num near kilo (0); implausible value 0
0.08	2022	Varcy	Love Will...	come and find it’s home / Verse 2 / Like humming birds search for the nectar / Love will reveal its sweetest	https://genius.com/Varcy-love-will-lyrics	kilo term; num near kilo (2); implausible value 2
0.08	1995	Hinton Battle, Kevin Gray, Peter Cousens & Joanna Ampil	The Transaction	She's sort of a virgin, well, more or less / For twenty more you get a room and key / For	https://genius.com/Hinton-battle-kevin-gray-peter-cousens-and-joanna-ampil-the-transaction-lyrics	weak kilo term; num within 50ch (twenty); plausible $K
0.08	2007	Samat	Trahison	leur faisait beaucoup d'mal / 1 mètre 90 pour 120 kilos, c'est clair y'avait pas encore les armes	https://genius.com/Samat-trahison-lyrics	kilo term; num near kilo (0); implausible value 0
0.08	2009	Gucci Mane	Street Nigga (J3 Remix)	hater get smashed, bond money on deck / Gave my dog half a brick for a '73 Donk / Got that bullfrog	https://genius.com/Gucci-mane-street-nigga-j3-remix-lyrics	kilo term; num near kilo (73); dup snippet
0.08	2015	Thouxanbanfauni & UnoTheActivist	Benji Blue	it I'm drippin' in sauce, forty-eight laws with a [?] for a boss / Wrappin' that brick, I ship it	https://genius.com/Thouxanbanfauni-and-unotheactivist-benji-blue-lyrics	kilo term; num far; plausible $K
0.08	2019	Fredo	It's Like	twenty-six on my rose face / Damn near dropped Melo half a brick for my bro's sake / I'm	https://genius.com/Fredo-its-like-lyrics	kilo term; num far; plausible $K
0.08	2021	CHAMELEON	A Difficult Winter	in not helping / Guilt in reflections of me / There's fifteen black crows and not a single key / Guilt in	https://genius.com/Chameleon-a-difficult-winter-lyrics	weak kilo term; num within 50ch (fifteen); plausible $K
0.08	2023	Mozzy	10 PERCENT	said he got that Joey Biden for me (Huh?) / New Key Presidential, this the forty-one (Uh) / Wire transfer been	https://genius.com/Mozzy-10-percent-lyrics	weak kilo term; num within 50ch (forty-one); plausible $K
0.08	2024	Helena	Summer Body	vais pas cacher mes poignées gonflées par l'amour / 3 kilos, c'est quoi ? Y'en aura toujours trop ou	https://genius.com/Helena-summer-body-lyrics	kilo term; num near kilo (3); implausible value 3
0.08	2025	ZAZA 762	6 Handschuhe	kocht ein Topf / Mein block ähnelt ein Haifischbecken / Muss 3 bricks pressen / Sag bye bye lah 3ayun / Explodiere lauf Tabanca	https://genius.com/Zaza-762-6-handschuhe-lyrics	kilo term; num near kilo (3); implausible value 3
0.07	2013	Deniro Farrar	So Many Days	year, 60 minutes in an hour / 36 oz.'s in a whole key so 28 grams in an hour / Chasing	https://genius.com/Deniro-farrar-so-many-days-lyrics	kilo term; num near kilo (28 g); plausible $K; 36 = ounces?; oz/gram nearby; number counts other noun
0.07	2016	Westside Gunn (Ft. Conway the Machine & Roc Marciano)	Omar's Coming	m the shit / Ten chains in math class, dreamin' of a brick / Thirty-six ounces back-to-back for a	https://genius.com/Westside-gunn-omars-coming-lyrics	kilo term; num near kilo (thirty-six); plausible $K; 36 = ounces?; oz/gram nearby; number counts other noun
0.07	1996	WhoRidas	Shot Callin' & Big Ballin'	on your way / Forty keys a week, knockin off zips a day with no sleep / Passed the peak at forty	https://genius.com/Whoridas-shot-callin-and-big-ballin-lyrics	weak kilo term; num near kilo (forty); plausible $K; oz/gram nearby; number counts other noun
0.06	2019	YFN Lucci (Ft. Jeezy & T.I.)	Trap	a 36, I'm 'bout to turn the team over / Coppin' dirty bricks, I need some Aquafina / I'm in	https://genius.com/Yfn-lucci-trap-lyrics	kilo term; num far; plausible $K; 36 = ounces?; price word
0.06	1988	Kev Carmody	Black Bess	Saw a caged man with his bare hands bust through a brick wall / For forty-five years of his life	https://genius.com/Kev-carmody-black-bess-lyrics	kilo term; num near kilo (forty-five); plausible $K; brick=literal; number counts other noun
0.06	1999	Mary J. Blige (Ft. Jadakiss)	Sexy	week, top floor in the trunk / Just laying back blowing twenty five's a skull / The our keys by the	https://genius.com/Mary-j-blige-sexy-lyrics	weak kilo term; num within 50ch (twenty five); plausible $K; number counts other noun
0.06	2013	Boldy James	Consideration	ten packs, bloodclot 'em / I got ninety-nine problems and a brick ain't one / I got thirty-five shots	https://genius.com/Boldy-james-consideration-lyrics	kilo term; num near kilo (one); implausible value 1; number counts other noun
0.06	2025	Rooftop Newz TV (Ft. Dizaster & JC)	Dizaster vs J.C	B / Instead of going for 81 points, this nigga went for 88 keys / That was a battle rap tournament / Shit	https://genius.com/Rooftop-newz-tv-dizaster-vs-jc-lyrics	weak kilo term; num near kilo (88)
0.05	2009	P Money (Ft. Drifter, Lady Leshurr & OGz)	Cool Safe	blows / Five hours gone, a key goes / You're a 28 grams or a kilo / Not a OG, but a	https://genius.com/P-money-cool-safe-lyrics	kilo term; num near kilo (one); implausible value 1; oz/gram nearby
0.05	2015	Lil Uzi Vert	Juiceman	aye / Whippin' that white with my dark hoe, aye / Quarter brick, half a brick, thirty six hundred / All of these	https://genius.com/Lil-uzi-vert-juiceman-lyrics	kilo term; num near kilo (thirty six hundred); implausible value 3600; 36 = ounces?; drug context
0.05	2017	Daniel Clark (Ft. Tomás Tes)	L8	was wanting them 4 G's / Was wanting like four keys / Was wishing for soul beats / Was wishing someone could	https://genius.com/Daniel-clark-l8-lyrics	weak kilo term; num near kilo (four); implausible value 4; money unit
0.05	2017	G-Eazy (Ft. 24hrs, E-40 & MadeinTYO)	Shake It Up	gotta like me / 36-zipper from a ounce to a key / I wanna thank you OB for your presidency / For	https://genius.com/G-eazy-shake-it-up-lyrics	kilo term; num within 50ch (36); plausible $K; 36 = ounces?; oz/gram nearby
0.05	2020	Potter Payper	Kings Blood	thicker than 40 thieves / Masterchefin', 'bout to whip me up a quarter key / Was it the man or the myth	https://genius.com/Potter-payper-kings-blood-lyrics	weak kilo term; num far; plausible $K; drug context
0.05	2024	M. KVED	03 freestyle	ve been cold u cannot battle me / M.j keep a 23 / 2 keys, Walter white yeah I've been	https://genius.com/M-kved-03-freestyle-lyrics	weak kilo term; num near kilo (2); implausible value 2; drug context
0.05	2004	Plies	36 Ounces	of hope / 36 ounces of yola, nigga / That's a whole brick / And 'fore you lose that whole ounce, nigga	https://genius.com/Plies-36-ounces-lyrics	kilo term; num within 50ch (36); plausible $K; 36 = ounces?; oz/gram nearby
0.05	2017	Casino (Ft. 550 & Future)	I'm On	got thirty-six, that's a straight glass on me / Thirty-six ounces of the glass, that's a brick	https://genius.com/Casino-im-on-lyrics	kilo term; num within 50ch (thirty-six); plausible $K; 36 = ounces?; oz/gram nearby
0.04	0	TQ	Get Paid	out the sockets / But that's how it is in twenty-three a.m / Brick City, N-J / Besides Cali	https://genius.com/Tq-get-paid-lyrics	kilo term; num near kilo (twenty-three); plausible $K; brick=literal; dup snippet
0.04	2013	Yo Gotti (Ft. Meek Mill)	LeBron James (Remix)	Big wheels on my Phantom, got it sittin' crooked / 3 birds for a show, nigga gon' book it / I’m	https://genius.com/Yo-gotti-lebron-james-remix-lyrics	kilo term; num near kilo (3); implausible value 3; dup snippet
0.04	2019	Real Talk (Ft. Boro, Don Cash, Karmah Cruz & Oliver aka Kuma)	Real Talk EXTRA- Boro Boro B35	maybe 3 or 4 / Good body gyal olied up like a key of raw / Courtesy of mi amour / Shit what	https://genius.com/Real-talk-real-talk-extra-boro-boro-b35-lyrics	kilo term; num within 50ch (4); implausible value 4
0.04	2020	Boldy James	Maria	Bo Jackson / Whattup doe, Trey-Fo'? / Bruno, Bricks / Costo, Free Lethal (2-2-7) / Quezo, ConCreatures / It's Game Time	https://genius.com/Boldy-james-maria-lyrics	kilo term; num within 50ch (2-2); implausible value 4
0.04	2020	JS (FR)	Mélodie du ghetto	Mélodie du ghetto x2 / [Couplet 1]  (Seler) / Passer du me-gra au kilo , c'est son seul diplôme / La rue	https://genius.com/Js-fr-melodie-du-ghetto-lyrics	kilo term; num within 50ch (1); implausible value 1
0.04	2022	TVGUCCI & Smiley	Gangsta Gentleman Remix	keep a 30', extendo with me / I came for quarter keys, flipping up half a / Whippin' that masterpiece / Feeling like	https://genius.com/Tvgucci-and-smiley-gangsta-gentleman-remix-lyrics	weak kilo term; num within 50ch (ten); plausible $K; dup snippet
0.04	2014	Jon Jon Briones, Hugh Maynard & Alistair Brammer	The Transaction	She's sort of a virgin, well, more or less / For twenty more you get a room and key / You	https://genius.com/Jon-jon-briones-hugh-maynard-and-alistair-brammer-the-transaction-lyrics	weak kilo term; num within 50ch (twenty); plausible $K; dup snippet
0.03	0	Genius France	Gimmicks du rap français	S. / • Gang / • Africain sauvage / • Ta-ta-ta / - 10 12 14 / Key Largo / • Key Largo, c'est important / • Sheesh / KLM PS	https://genius.com/Genius-france-gimmicks-du-rap-francais-annotated	weak kilo term; num near kilo (4); implausible value 4
0.03	2024	Faiq Ağayev	Prichard Colon: The Fighter Who Inspired Millions	system in overcoming life’s toughest battles / 3. Awareness is Key / Prichard’s case serves as a reminder of the	https://genius.com/Faiq-agayev-prichard-colon-the-fighter-who-inspired-millions-lyrics	weak kilo term; num near kilo (3); implausible value 3
0.03	2025	Genius English Translations	SIKKOO - 푸줏간 (PUJUTGAN) (English Translation)	right now / We're clearing it out today / 30 bucks per kilo / Try a bite, and if it hits the	https://genius.com/Genius-english-translations-sikkoo-pujutgan-english-translation-lyrics	scientific; kilo term; num near kilo (30); plausible $K
0.03	2020	Cheezy Charles	#LeagueMe	They just wanna be around / Cause I look like four keys / Now they go for forty / Man, I’m so	https://genius.com/Cheezy-charles-leagueme-lyrics	weak kilo term; num near kilo (four); implausible value 4
0.03	2022	Shizzlecakes	Microsoft Tech Support	very fine, so what you need to do now is press the 4 flag Windows key on your keyboard pressed	https://genius.com/Shizzlecakes-microsoft-tech-support-lyrics	weak kilo term; num near kilo (4); implausible value 4
0.02	0	These Animals	Tenants	so sleep deprived / And up the steps, and with her keys / She find finds 35 / A cool suburban breeze, will	https://genius.com/These-animals-tenants-lyrics	key=not kilo; num near kilo (35); plausible $K
0.02	2018	PierreXavier	Drop Out	got a push to start while I still got the keys / Dropped out at 19 / My brother still mad at	https://genius.com/Pierrexavier-drop-out-lyrics	key=not kilo; num near kilo (19); plausible $K
0.02	2018	G Herbo (Ft. Chance the Rapper & Lil Uzi Vert)	Everything (Remix)	my Glock hold 30, this a 17 (yeah) / Chop it, whole thing from the Medellín (uh) / My old gun, that	https://genius.com/G-herbo-everything-remix-lyrics	key=not kilo; num near kilo (17); plausible $K
0.02	2016	Tafari (Ft. Kunsept & Zilla Oaks)	She	the homies / If you want that OG we got it for the low-key / Reppin for the Omozi / 1 2	https://genius.com/Tafari-she-annotated	weak kilo term; num within 50ch (1 2); implausible value 3
0.02	2019	Lil Timmie	Hoi ik ben Timmy	kiezen / Doe VWO, geen VMBO / M'n lievelingsspel, is Angry Birds GO! / Lievelingsnummer? Een heleboel / Formule 1? Dat vind ik	https://genius.com/Lil-timmie-hoi-ik-ben-timmy-lyrics	kilo term; num far; implausible value 1
0.02	2020	Yung Waifu	I Wanna Hit	my dick (ew) / 2 left hook do the trick / Saw a cop car threw a brick / Wasn't trying to	https://genius.com/Yung-waifu-i-wanna-hit-lyrics	kilo term; num within 50ch (2); implausible value 2; price word; brick=literal
0.01	0	Darya	Broke Bitch	m ganna hate the least? / All I knew is by 25 I'm ganna have a lease / And the keys	https://genius.com/Darya-broke-bitch-lyrics	key=not kilo; num within 50ch (25); plausible $K
0.01	2017	Zeroh	28GRAMS (regular)	I just wanna play / Even though I'm boutta turn 28 / Better than actin a fucking fool / Low key rude	https://genius.com/Zeroh-28grams-regular-lyrics	key=not kilo; num within 50ch (28); plausible $K
0.01	2023	Alana Springsteen	just a house	know that's how it's supposed to be / Put twenty down for a front door key / And a welcome	https://genius.com/Alana-springsteen-just-a-house-lyrics	key=not kilo; num within 50ch (twenty); plausible $K
0.01	1999	Silkk the Shocker (Ft. Fiend)	This For My...	my key and a half niggas / Facing 10 but took a plea for 3 and a half niggas / For niggas	https://genius.com/Silkk-the-shocker-this-for-my-lyrics	key=not kilo; num within 50ch (10); plausible $K; number counts other noun
0.01	0	Tania Christopher	Knock Knock	my watch / 6 o'clock on the dot / Then my keys dropped / Now I can't open the lock / Why	https://genius.com/Tania-christopher-knock-knock-lyrics	key=not kilo; num within 50ch (6); plausible $K; price of other thing
0.01	0	NUMB&DUMB	That's A Lot of Red	oximetry / Checking Echocardiography / Making sure I see the patient pees / Per kilo an hour: 0.3 / Look at the red	https://genius.com/Numb-dumb-thats-a-lot-of-red-lyrics	scientific; kilo term; num near kilo (0.3); implausible value 0.3
0.00	1913	Charles Richet	Nobel Lecture in Physiology or Medicine (1913): Anaphylaxis (Richet)	lethal dose was of the order of 0.1 liquid per kilo live weight of subject. / But certain of the	https://genius.com/Charles-richet-nobel-lecture-in-physiology-or-medicine-1913-anaphylaxis-richet-annotated	pre-1986; scientific; kilo term; num near kilo (eight); plausible $K
0.00	1999	Silkk the Shocker (Ft. Freedom)	This Is 4 My	my key and a half niggas / Facing 10 but took a plea for 3 and a half niggas / For niggas	https://genius.com/Silkk-the-shocker-this-is-4-my-lyrics	key=not kilo; num within 50ch (10); plausible $K; number counts other noun; dup snippet
0.00	1967	The Move	The Disturbance	Reach the age of a-21 / Ain't got no key to fit my door / Day and a-night I	https://genius.com/The-move-the-disturbance-lyrics	pre-1986; key=not kilo; num near kilo (21); plausible $K; number counts other noun
0.00	2021	Kwengface	Chef	I can't lie when I leave my yard / I bring my keys, ying or blikks (Mm-mm) / Zone 2	https://genius.com/Kwengface-chef-lyrics	key=not kilo; num within 50ch (one); implausible value 1
0.00	1966	Roger Miller	My Uncle Used To Love Me But She Died (Single Version)	but she died / Who'll bid me quarter, thirty cents for a ring of keys / Three sixty-five for a	https://genius.com/Roger-miller-my-uncle-used-to-love-me-but-she-died-single-version-lyrics	pre-1986; key=not kilo; num near kilo (three six); plausible $K; number counts other noun
0.00	1966	Roger Miller	My Uncle Used to Love Me But She Died	but she died / Who'll bid me quarter, thirty cents for a ring of keys / Three sixty-five for a	https://genius.com/Roger-miller-my-uncle-used-to-love-me-but-she-died-lyrics	pre-1986; key=not kilo; num near kilo (three six); plausible $K; number counts other noun; dup snippet
0.00	1968	The Wind in the Willows	My Uncle Used to Love Me But She Died	but she died / Who'll bid me quarter, thirty cents for a ring of keys / Three sixty-five for a	https://genius.com/The-wind-in-the-willows-my-uncle-used-to-love-me-but-she-died-lyrics	pre-1986; key=not kilo; num near kilo (three six); plausible $K; number counts other noun; dup snippet
0.00	2021	‎‎ratrace90210	‎gilbert grape freestyle	but words will always hurt me more / I got 5 whole cellphones yeah / One for each personality / I feel like	https://genius.com/Ratrace90210-gilbert-grape-freestyle-lyrics	no kilo term
0.00	2025	Zay Kenne	22	right / What do it be, it feeling like, it be twenty, two, five / I just been fighting for my whole	https://genius.com/Zay-kenne-22-lyrics	no kilo term
0.00	2007	Chamillionaire	The Evening News	time for that / The White House is going to stay white / Even though we know that Obama's black / 9	https://genius.com/Chamillionaire-the-evening-news-lyrics	no kilo term
0.00	2007	Young Buck (Ft. Jazze Pha, Jeezy, Pimp C & T.I.)	4 Kings	go / 1 for the bread, and 2 for the blow / Mr. 17.5, ya damn right it's gon' snow	https://genius.com/Young-buck-4-kings-lyrics	no kilo term
0.00	2008	G-Unit	Fully Loaded	planes hit the towers / When the Latin blew the shit up, the coke price went up / For 35 a gram	https://genius.com/G-unit-fully-loaded-lyrics	no kilo term
0.00	2009	"Flo Rida (Ft. Brisco & Javon ""4mil"" Thomas)"	Ha	when I toss it from my right hand / Niggas holla twenty things for a whole lotta keh... keh keh keh	https://genius.com/Flo-rida-ha-lyrics	no kilo term
0.00	2018	Jim Jones	Never Did The 3Quarters	squalie!) / Did the 5 Series, never did the 3 quarters / Coke price up and down, they tryna see-saw us	https://genius.com/Jim-jones-never-did-the-3quarters-lyrics	no kilo term
0.00	2019	Rap Battle Melee	Vince McMahon (WWE) vs. Dana White (UFC)	it / You charge 60 bucks for one round? Shit! / Dana White: / That's the price of real blood, real sweat	https://genius.com/Rap-battle-melee-vince-mcmahon-wwe-vs-dana-white-ufc-lyrics	no kilo term
0.00	2019	Yung Mal	#’s (Numbers)	that LeBron / Twenty-four for the Rollie, it wet like a pond / Whole twenty-five, I'm a don / Keep	https://genius.com/Yung-mal-s-numbers-lyrics	no kilo term
0.00	2020	Yung Mal (Ft. Stunna 4 Vegas)	#'s (Remix)	that LeBron / Twenty-four for the Rollie, it wet like a pond / Whole twenty-five, I'm a don / Keep	https://genius.com/Yung-mal-s-remix-lyrics	no kilo term
